Haymaker Bar and Kitchen|haymaker-bar-and-kitchen-new-york||Morten L.|3k2Md173B56dyz9yOL45sQ|1|8|||"
        3/22/2019
    "|1
Haymaker Bar and Kitchen|haymaker-bar-and-kitchen-new-york||Morten L.|3k2Md173B56dyz9yOL45sQ|1|8|||"
        3/22/2019
    "|1
Haymaker Bar and Kitchen|haymaker-bar-and-kitchen-new-york||J.P. M.|visHOFuzsyjL-VxC0FVpMg||||"Went here with my friends before a Phish concert and there were empty tables for 90 mins before people were seated, even though they were allegedly ""all full."" When we asked if we could get a table we were told to ""move on"" no joke. While we finished our drinks the staff told us to move to another spot twice. I will never go to this place again."|"
        12/30/2018
    "|0
Haymaker Bar and Kitchen|haymaker-bar-and-kitchen-new-york||Ann M.|m3LTk5gal-IuYmVUzfwchw||||"Terrible experience for us.  Staff was obnoxious and rude except for George, he was awesome.We asked the waitress if it would be an inconvenience for us to split the checks, she replied ""you're inconveniencing me already""!  We giggled thinking she was joking.  She wasn't.  Sorry, never going back - actually not sorry."|"
        11/7/2017
    "|0
Haymaker Bar and Kitchen|haymaker-bar-and-kitchen-new-york||M P.|nJm6PbNWUkwkWIySfa9Oaw||||"8/12/16 - 1:30 pmOrdered a burger with a side salad and asked for no tomatoes and dressing on the side, for dietary reasons.Received the side salad with tomatoes and with dressing on the salad.Asked for a replacement and was told ""the kitchen is kind of backed up and they aren't sure when they can get to it""Was later told the kitchen was too backed up to replace the salad.In other words, too ""backed up"" to put plain lettuce on a plate for an order they had messed up.The server was great, she handled appropriately and reduced the salad from the bill."|"
        8/12/2016
    "|0
Haymaker Bar and Kitchen|haymaker-bar-and-kitchen-new-york||Jim S.|_bMK8y_cRK92QbYNyvq_1w||||Very nice selection of beer. Lots of great micro brews on tap and in bottle. Food however is very underwhelming. Pricy, over cooked and fairly tasteless.|"
        1/29/2019
    "|0
Haymaker Bar and Kitchen|haymaker-bar-and-kitchen-new-york||Angelo C.|PDk02weZ5IPKU8gCNHYOzg||||I did not have any food here, but we all enjoyed a lot of great beer! The selection was large, and I really liked that I could get a variety of sizes. My drink was fantastic! The bar was very busy,  but the bartenders are very attentive. This place has a nice, fresh feel. But it's just too loud in the evening.|"
        5/3/2017
    "|0
Haymaker Bar and Kitchen|haymaker-bar-and-kitchen-new-york||Sebastien G.|65gh1IdQ7xyvMh-jHJoAiQ||||Quite place on Saturday noon. The burger was good with the cheese extra topping. A large choice of beers is offered. I recommend.|"
        7/28/2018
    "|0
Haymaker Bar and Kitchen|haymaker-bar-and-kitchen-new-york||Ashley C.|ITViVkE9SxSlNwByzy7zvQ||||This place has a homely atmosphere. I brought my kids and my boyfriend here to try their wings, which I heard so much about. The food was delicious, arrived in under 15 minutes and my kids were happy! LOL I would definitely recommend this place to anyone that loves bar food. The only thing would suggest is have more wait staff on a Saturday night.|"
        5/15/2018
    "|0
Haymaker Bar and Kitchen|haymaker-bar-and-kitchen-new-york||Sam C.|E2Eon038jGWvrABeis3MOQ||||Great spot for a drink in this part of town. Great craft beers on tap and cool vibe. Food is decent, up-scale pub food. Definitely recommend if you need a bite before catching a train from Penn Station or heading to MSG.|"
        12/17/2017
    "|0
Haymaker Bar and Kitchen|haymaker-bar-and-kitchen-new-york||Glamour D.|gDzpiU_2ceBDi-q7-GvqLQ||||"First,  greatest server I've had the pleasure to deal with in an establishment of this type in forever: Laine! And she's beautiful without trying, so eye candy is always a plus. Laine was able to suggest 3 excellent beers according to my description of my preferences and brought tastes. Check!At first, I was a little dismayed that the menu had nearly nothing interesting for non-red-meat-eaters until Laine suggested the Barley Risotto. My first thought was,  ""Meh,  not a Barley lover,"" but I don't have adequate words to describe its amazing flavor. Absolutely delicious! This is a recipe I would not think to create and I am delighted that I tried it. HUGE portion that I was thrilled to be able to take and give a homeless person a meal, too! My only complaint is that the music is screaming loud - Friday 5:30pm - and I want to dine in comfort. Recommendation to owners: set dining room area speakers on a separate volume control so you can offer the best of both worlds for your bar and dining patrons. They have an amazing selection of delicious beer that one may never have the pleasure of encountering. And some from the Bronx and Brooklyn! Love supporting local breweries & business! I'll return on a less busy day and time, I'm sure."|"
        4/15/2016
    "|0
Haymaker Bar and Kitchen|haymaker-bar-and-kitchen-new-york||Laura W.|_qXyW0AF0DnqY96kutjLHw||||Delicious drinks, friendly staff, GREAT ambiance.|"
        3/28/2018
    "|0
Haymaker Bar and Kitchen|haymaker-bar-and-kitchen-new-york||Jeremy H.|fgM7WTCV1juWUfhffhZ-lA||||This review has been removed for violating our Terms of Service|"
        1/2/2016
    "|0
Haymaker Bar and Kitchen|haymaker-bar-and-kitchen-new-york||Cynthia I.|sjMq49W5IiXuC30V5nuHOw||||This review has been removed for violating our Terms of Service|"
        6/8/2018
    "|0
Haymaker Bar and Kitchen|haymaker-bar-and-kitchen-new-york||Kingsley L.|fM949FDAo4i6nGUs_TjlBA||||This review has been removed for violating our Terms of Service|"
        5/7/2016
    "|0
Haymaker Bar and Kitchen|haymaker-bar-and-kitchen-new-york||Mahan L.|e92sc3LbcHgjEHshdJGLvQ||||This review has been removed for violating our Terms of Service|"
        1/28/2019
    "|0
Carmine’s Italian Restaurant - Times Square|carmines-italian-restaurant-times-square-new-york-5||Courtney C.|ZeBOZECKjXDKdhkOP_2Zfg|26|21|||"
        3/31/2019
    "|1
Carmine’s Italian Restaurant - Times Square|carmines-italian-restaurant-times-square-new-york-5||Courtney C.|ZeBOZECKjXDKdhkOP_2Zfg|26|21|||"
        3/31/2019
    "|1
Carmine’s Italian Restaurant - Times Square|carmines-italian-restaurant-times-square-new-york-5||Jon W.|NwENfEQNWytStutIuzqMaA||||We were flying up to New York to celebrate a birthday, so I called during the week to make a reservation for five people on March 2nd.  Since we were going to a theater matinee that day, I made the reservation for 5:30pm.  On Friday, March 1st, the restaurant called me to confirm our reservation for 5:30pm the next day. On Saturday, we found that one more person would be joining us for our celebration, so I called the restaurant to increase the table to six people. To my shock, they told me that our reservation was recorded for 9:30pm and the person on the phone could, or would, do nothing about it. I asked for a manager and was connected to a very unhelpful woman, even rude, who told me that despite my original call, despite their calling me to confirm our reservation, they now had it recorded for 9:30pm, nothing was available earlier, and they would do nothing for us, leaving us on a Saturday afternoon, looking for a restaurant so we could have our celebration dinner.  The conduct of the people at Carmine's was shameful and disgraceful, with no attempt to resolve a problem caused by their own inefficiency and discourtesy.  We will not be back to this restaurant.|"
        3/7/2019
    "|0
Carmine’s Italian Restaurant - Times Square|carmines-italian-restaurant-times-square-new-york-5||Pam S.|qVg3Re0Bf-YYw0liQboyHA||||Tourist trap. Rip off. Waitress added additional items to bill and when we asked manager to remove he refused.|"
        7/14/2018
    "|0
Carmine’s Italian Restaurant - Times Square|carmines-italian-restaurant-times-square-new-york-5||Georgios S.|YVl5HR6GAAvzna0Gdg9yRg||||The superb red sangria and the high ratings of this restaurant will not be enough to bring me here again. The service was quite moderate, and all the plates were for 4 people and charged twice for dinner - no problem here. The waiter was rude, filthy with red sauce, sweated, and seemed angry - but personally, I have no problem with that either. My problem was that the quality of food was not at all Italian, and not at all good. I ordered a chicken with parmesan and penne, and no restaurant can go wrong with that. I added spaghetti for an extra charge. The waiter returned quickly with a huge plate with microwaved food that I could have perfectly eaten in Mc Donald's. I felt sorry that I finally carried home the remainders of the huge plate, but I am not sure if I will keep them in the fridge, because this was by far the poorest cuisine I have ever tried.|"
        7/4/2018
    "|0
Carmine’s Italian Restaurant - Times Square|carmines-italian-restaurant-times-square-new-york-5||Sarah T.|fwG2ROYXq3ULj_t9GLyZZw||||Food takes FOREVER. We waited well OVER an hour for a simple marinara. Got our drink order wrong as well. Basically utter chaos in here at 3pm... I shudder to think what it'll be like at peak lunch hour or dinner. AVOID AT ALL COSTS. You're better off having a hot dog on the sidewalk which is what we wish we had instead of wasting precious time here.|"
        3/30/2018
    "|0
Carmine’s Italian Restaurant - Times Square|carmines-italian-restaurant-times-square-new-york-5||Krystal V.|4330wsGFlXqvxBHJ3tCUuA||||"I'm beyond disappointed and disgusted with the customer service I recently received at this location. Being someone who has worked in the restaurant industry for three years, I'm completely aware of the proper etiquette and customer service abilities one should provide a guest with which was the complete opposite of what I received. I attempted to place a large delivery order for a private event therefore I called the day of in advance to confirm the delivery time I'd have to wait. I let the host employee know that I'd call back later in the day to place my order, not ONCE did the host mention to me that deliveries were ending at 7:00pm. When I called back to place my delivery around 7:15pm the same employee finally made me aware that deliveries had just ended and presumed to argue with me and attempted to lie and say he told me earlier in the day in addition to telling me ""I don't know what to tell you deliveries are done"". I requested to speak to a manager who did absolutely NOTHING to help me or compensate me with an issue that was caused on their behalf due to a lack of communication and etiquette from their employee, I'd also like to point out that I was only 15 minutes after deliveries had ended. I would never spend my money at this restaurant again nor would I recommend anyone else to do so. Not only was the private event almost ruined but either employee cared to correct the mistake that was made on their end nor did they show any sympathy for it. I hope that this review causes a manager who cares to reach out to me and resolve this poor experience I've had."|"
        2/27/2018
    "|0
Carmine’s Italian Restaurant - Times Square|carmines-italian-restaurant-times-square-new-york-5||Sergio G.|42CTtjZqUfHZRDl7ufv6GA||||"We are visiting NY, and yesterday I decided went to Carmine's with my family, because we got a good recommendation.On the first 25 minutes of our experience, we gave up to spend our money at this place.We were waiting for a table at the counter when suddenly a waiter comes and simple ask ""I need these seats"" because another couple will eat right there. I did not heard not even a please.Just for the register... I was drinking there...They put us on very small counter and after five minutes, a hostes called Mr. T (probably a fake name), came and ask again for at least one of our seats... Don't forget... I was drinking and spending money there.My wife is pregnant, my kid was very tired, and unfortunately we experienced the worst reception ever on a restaurant, and why don't say the most racist reception, because they gave our seats to Americans.How do I felt? I felt extremely disrespected by Carmine's and worst than this, I felt my family was disrespected.They think they can treat you as they like, because of the good fame that they have.We left and went to another restaurant, this one treated us very well.I won't come back ever at Carmine's, not even for free!"|"
        2/12/2018
    "|0
Carmine’s Italian Restaurant - Times Square|carmines-italian-restaurant-times-square-new-york-5||Sandy H.|G8QtDw50yriCkyBbCE_puw||||"Beware if you are 1 person with a reservation. Hostess said, ""oh, you are only 1 person?""  I said yes and that I have a reservation. She told me upon arriving that Sunday night was family night and that I would be served a big family style plate of food for 4. I asked of I had to pay for 4 servings snd she said no. She became snippy. After waiting quite a while I walked up and cancelled reservation and left. Obviously they don't want single people, so it seemed."|"
        2/12/2018
    "|0
Carmine’s Italian Restaurant - Times Square|carmines-italian-restaurant-times-square-new-york-5||Denise G.|swjbMhYDrYdGk5LNn2XS9g||||We had a 6:15 pre-theater reservation for 10 for my family's traditional Christmas dinner and a show. Although we arrived at 5:45, we were not seated until after 7.  Although the bar was packed 6 deep, as more customers entered, all claiming they had reservations, the hosts kept telling everyone to leave one person up front to wait for the table and everyone else should move to the bar.  It felt like being on a packed rush hour train, or an episode of Candid Camera.  My aunt, who recently had knee surgery, was forced to stand in this crush for almost an hour and a half.  Every time my mother spoke to a host, he rudely claimed that he had never spoken to her.  Once we finally got a table and ordered whatever would come out quickly enough so that we could make it to the show, the food was inedible.  The Ceasar salad was so overdressed that it was a soggy mess, the lasagna tasted sour, and we were so desperate that we were grateful that the meatballs didn't suck.  This was the worst restaurant experience I've ever had.|"
        1/13/2018
    "|0
Carmine’s Italian Restaurant - Times Square|carmines-italian-restaurant-times-square-new-york-5||Noelle M.|noCU2EpnajWTJJhk8CAeYg||||My family visit Carmine's every Christmas holiday as a tradition. Well, this past week when we ate there, my husband was dripped on for the entire lunch by a ceiling leak. We have no idea what the fluid was, but GROSS!! Management did nothing to compensate this disgusting event. I even sent them an email a few days ago with no response, no apology. Dry-cleaner can't identify the stains on my husband's suede jacket and shirt from the drips. But Carmine's charged us for the meal in full and now I have a large dry-cleaning bill to boot!  Poor form Carmine's! Time for a new place to make our Christmas tradition.|"
        12/26/2017
    "|0
Carmine’s Italian Restaurant - Times Square|carmines-italian-restaurant-times-square-new-york-5||Emran S.|r1lcAqj9SEvVZAQAjnCgtw||||Overrated! Food was ok. I have had much better before food than this restaurant. Additionally, service was really bad. Our first waiter disappeared so some other lady took our order.  Second waiter finally came back to take our order and questioned if we ordered the right thing. Both waiters never came back to ask us if everything was ok. Never going back.|"
        10/15/2017
    "|0
Carmine’s Italian Restaurant - Times Square|carmines-italian-restaurant-times-square-new-york-5||Martin T.|Ra0q-ys1z6YZaH-6jEo9cA||||This review has been removed for violating our Terms of Service|"
        11/5/2018
    "|0
Carmine’s Italian Restaurant - Times Square|carmines-italian-restaurant-times-square-new-york-5||Lukasz G.|D_aRXv0g2XPSEKnB81Vo9w||||This review has been removed for violating our Terms of Service|"
        11/5/2018
    "|0
Carmine’s Italian Restaurant - Times Square|carmines-italian-restaurant-times-square-new-york-5||Michelle M.|vVEnHhUF1Jy1ZgyatxyNaA||||This review has been removed for violating our Terms of Service|"
        11/5/2018
    "|0
Carmine’s Italian Restaurant - Times Square|carmines-italian-restaurant-times-square-new-york-5||Dan O.|hTto0MMHdO_TmZ0fg5tnUg||||This review has been removed for violating our Terms of Service|"
        11/5/2018
    "|0
Carmine’s Italian Restaurant - Times Square|carmines-italian-restaurant-times-square-new-york-5||T S.|CrUPEi_VSYfdmBR79c5S8A||||This review has been removed for violating our Terms of Service|"
        11/5/2018
    "|0
Carmine’s Italian Restaurant - Times Square|carmines-italian-restaurant-times-square-new-york-5||Michael B.|Zl4ICvhNRwVK9U7yzMNI4A||||This review has been removed for violating our Terms of Service|"
        11/5/2018
    "|0
Carmine’s Italian Restaurant - Times Square|carmines-italian-restaurant-times-square-new-york-5||Ken T.|Xlg52FyEWrlGQUKuuuhZqA||||This review has been removed for violating our Terms of Service|"
        11/5/2018
    "|0
Carmine’s Italian Restaurant - Times Square|carmines-italian-restaurant-times-square-new-york-5||Ray K.|G6hWORzKXagzmbfv27ylgg||||This review has been removed for violating our Terms of Service|"
        11/5/2018
    "|0
Carmine’s Italian Restaurant - Times Square|carmines-italian-restaurant-times-square-new-york-5||Carmine C.|vpJuvAoIZiY6fMKMZGfDcw||||This review has been removed for violating our Terms of Service|"
        11/5/2018
    "|0
Carmine’s Italian Restaurant - Times Square|carmines-italian-restaurant-times-square-new-york-5||Anthony M.|ID0-mwSo5enz_v-CbftEuQ||||This review has been removed for violating our Terms of Service|"
        11/4/2018
    "|0
Pepe Giallo|pepe-giallo-new-york||Laura L.|LDh3O6ya-ShJltrm4cHILw|136|92|||"
        3/8/2019
    "|1
Pepe Giallo|pepe-giallo-new-york||Laura L.|LDh3O6ya-ShJltrm4cHILw|136|92|||"
        3/8/2019
    "|1
Pepe Giallo|pepe-giallo-new-york||Alexandra V.|JKONvRtFh5l_EzkHG7MFyA||||Tasteless, cafeteria-like food. Terrible, terrible service. Total waste of time and money.|"
        10/8/2017
    "|0
Pepe Giallo|pepe-giallo-new-york||J S.|jzI2yS6FINIzNjrHeXE1yg||||Bad first impression, as lasagne was cold and pasta undercooked with inattentive serviceQuick follow up:Since the review was posted prior to leaving the restaurant, the waiter had an opportunity to express his dissatisfaction with the service comment and asked to clarify as management would question it.With further thought he was probably right, service was overall friendly, courteous and possibly the only good part of the restaurant experience- certainly not the food. The inattentive comment referred specifically to the period of time from being served to having someone ask how everything was. We thought it was a little long as it wasn't until reaching the middle of the lasagne to realize it was ice cold at the core. It was then necessary to grab the bus boy to return the food. Perhaps the waiter got distracted or unreasonably occupied by another customer, that does happen. Upon learning that there were food problems he did what he could to rectify the situation.|"
        8/3/2016
    "|0
Pepe Giallo|pepe-giallo-new-york||Ben T.|TOFb8F8ZLQQKLm5TzgY77Q||||Food is fine, but unspectacular. Portions on small side. Was looking for a less expensive alternative to another restaurant, but regretted not paying up.|"
        10/25/2013
    "|0
Pepe Giallo|pepe-giallo-new-york||Pamj M.|7AJQOxdsMNV3KcoRKLDLmw||||Not worth the calories. You get what you pay for.|"
        1/14/2013
    "|0
Pepe Giallo|pepe-giallo-new-york||Courtney S.|Q9fixWHZlllJvQ9daT-9kA||||The lady who takes lunch orders on the phone is EXTREMELY rude, but the food is otherwise fantastic.|"
        8/12/2015
    "|0
Pepe Giallo|pepe-giallo-new-york||David S.|jDjUmEGrz9KFDPXBV2encw||||Good value for a NYC restaurant but the food is mediocre.|"
        4/24/2014
    "|0
Pepe Giallo|pepe-giallo-new-york||Michael B.|m_RVc3gmuvUrBlqLnpuskA||||Good neighborhood place. Service is good, food is okay, prices reasonable. Gets crowded at the usual times because it's near the highline, and on a nice day/evening, it can get pretty popular with the walkins. If they ever ramped up their menu and quality of the dishes they have now, you probably won't be able to get a table.|"
        4/16/2019
    "|0
Pepe Giallo|pepe-giallo-new-york||Carolyn M.|Aaqe0Ku3ByfOHoIX9qN67A||||We have been here twice during our NYC stay. Delicious food and very fresh. We would always return. The restaurant is not too big which makes it even nicer. Its a good choice for a pizza or good spaghetti...|"
        2/28/2019
    "|0
Pepe Giallo|pepe-giallo-new-york||William T.|yys0zhLDjMhDpBfOmdLjwA||||The food here was delectable. We ordered different dishes and everything was phenomenal. All of us were totally happy even my niece loved it. The desserts are out of this world. This is one of the best ever. We will be back.|"
        6/13/2018
    "|0
Pepe Giallo|pepe-giallo-new-york||Donna C.|H1Cm3B4PcUeb2JrlAo7Uwg||||I came here for the first time for a birthday dinner . Amazing service. Each dish was well explained and they provide great Italian food. It was pretty awesome and priced accordingly with smaller portion sizes. They also have an interesting selection of wine.The ambiance was great and the crowd was friendly.|"
        5/6/2018
    "|0
Pepe Giallo|pepe-giallo-new-york||Wendy L.|1871c3VJYWX3ogK5OgOCcA||||This review has been removed for violating our Terms of Service|"
        1/30/2016
    "|0
Pepe Giallo|pepe-giallo-new-york||Cynthia d.|7K-V7hjIUiVyOVix9_PZow||||This review has been removed for violating our Terms of Service|"
        11/3/2010
    "|0
Pepe Giallo|pepe-giallo-new-york||Alex S.|iji6mNeEe0oT36yfd1SJwg||||This review has been removed for violating our Terms of Service|"
        6/6/2014
    "|0
Pepe Giallo|pepe-giallo-new-york||Mahan L.|e92sc3LbcHgjEHshdJGLvQ||||This review has been removed for violating our Terms of Service|"
        1/28/2019
    "|0
